RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,55,303,76,20,86,3,5,21,2,57,4,1,44,90,5,3,2,100
Good,77,156,73,20,91,6,5,23,4,48,5,1,11,64,3,5,0,67
Bad,73,41,23,7,100,7,8,7,3,29,0,5,17,32,1,1,1,33
Bad,58,54,25,26,100,7,8,26,5,35,1,8,73,97,8,6,5,74
Good,66,288,80,32,85,4,6,33,0,33,12,0,43,32,5,1,1,60
Good,80,146,72,40,100,7,8,43,1,26,2,2,29,32,2,1,0,60
Bad,65,201,97,26,85,6,6,26,4,38,1,3,60,32,3,2,2,83
Good,83,213,98,14,93,6,6,15,1,27,1,2,0,68,0,2,0,50
Good,82,350,100,30,100,7,8,31,1,52,3,1,4,58,4,3,0,100
Good,90,313,118,25,100,7,8,27,1,42,22,0,2,69,3,3,0,50
Good,83,158,74,19,100,7,8,19,2,47,7,0,29,71,4,2,0,86
Good,63,329,148,27,85,6,4,33,4,33,2,5,37,71,7,2,1,82
Good,75,295,99,43,100,7,8,48,3,40,0,1,3,32,5,2,2,78
Good,81,302,145,9,90,6,5,10,0,30,21,0,1,75,2,2,0,80
Good,73,263,102,37,100,7,8,57,1,42,0,4,11,19,4,4,0,67
Good,51,173,81,25,89,3,5,28,2,39,0,2,91,54,15,3,11,100
Good,83,130,62,15,100,7,8,15,1,33,6,0,13,32,3,1,0,57
Bad,66,287,82,25,85,0,2,26,0,23,8,0,36,32,7,1,2,47
Good,86,142,75,18,100,7,8,19,1,37,10,0,2,32,3,1,0,57
Good,76,157,78,26,100,7,8,27,2,56,2,4,26,83,5,3,2,89
Good,79,366,94,53,100,7,8,53,2,23,16,0,16,64,5,4,0,39
Bad,62,212,103,11,77,0,2,13,0,23,23,0,49,32,5,1,2,89
Bad,55,154,68,19,84,4,6,22,2,21,3,1,62,32,4,1,3,56
Bad,61,270,81,44,98,4,6,46,3,50,5,0,50,85,6,5,3,73
Good,72,501,140,45,98,4,6,49,5,11,0,1,4,32,10,-8,0,37
Good,67,147,62,32,94,1,3,34,4,47,7,0,34,94,5,4,0,64
Bad,73,270,86,16,75,5,6,16,1,25,3,2,10,6,5,1,0,67
Good,82,308,109,38,100,7,8,44,2,50,3,1,1,84,4,1,1,38
Good,74,288,119,13,82,4,4,18,3,41,1,4,0,59,2,3,0,83
Good,68,196,79,26,93,4,6,29,1,41,8,0,30,50,4,4,1,80
Bad,68,180,91,9,82,6,3,11,2,9,0,2,27,32,4,-8,1,67
Good,79,414,120,32,97,6,6,33,1,36,12,0,27,70,2,2,0,29
Good,66,129,53,18,100,6,7,18,1,61,1,5,93,40,3,4,1,100
Good,77,170,82,35,95,6,5,37,1,30,0,1,29,91,2,3,0,63
Good,89,209,96,22,100,7,8,26,3,38,5,1,18,59,2,3,0,71
Bad,67,245,87,11,77,4,6,14,1,23,2,2,28,32,2,-8,0,40
Good,66,221,85,32,94,6,2,33,2,30,1,2,58,25,14,3,6,94
Bad,68,42,20,13,100,7,8,16,6,31,0,8,39,89,2,4,0,54
Good,65,137,76,22,73,6,4,30,1,60,1,2,45,55,3,4,0,100
Good,60,264,87,21,77,3,5,26,1,50,4,1,12,32,1,2,0,75
Good,72,141,73,22,100,7,8,22,2,18,4,1,59,32,7,1,1,67
Good,84,260,125,15,100,7,8,15,0,40,5,1,29,32,2,1,0,60
Good,78,281,75,33,100,7,8,36,5,33,2,5,24,95,4,3,1,64
Bad,76,119,51,21,100,7,8,21,1,33,9,0,31,65,1,3,0,80
Good,82,178,70,24,89,6,5,27,2,41,1,2,12,84,2,1,0,60
Good,87,128,61,5,100,7,8,5,1,40,0,2,0,32,0,1,0,33
Good,86,174,77,22,95,6,6,22,1,23,2,2,2,99,1,2,0,50
Good,87,138,89,13,100,7,8,17,1,41,6,0,8,32,2,1,0,75
Good,77,107,53,16,100,7,8,24,4,67,0,4,28,61,1,5,0,86
Bad,64,193,70,17,94,6,6,17,1,24,0,1,67,32,6,1,3,100
Good,82,368,89,23,96,6,6,26,1,54,11,0,16,83,2,1,1,38
Good,86,149,69,14,100,7,8,14,2,57,23,0,15,91,1,2,0,43
Good,75,104,34,17,100,7,8,18,3,28,0,2,15,95,3,3,1,46
Good,69,138,71,8,80,6,5,10,0,70,0,3,62,39,20,2,2,100
Good,83,228,95,46,100,7,8,51,3,33,1,1,26,100,2,1,1,27
Good,71,160,68,31,100,7,8,31,3,35,1,1,61,35,5,3,1,80
Good,90,162,99,19,100,7,8,21,0,52,23,0,3,32,3,1,0,67
Good,71,196,53,27,96,4,6,27,1,22,2,1,17,99,4,5,0,60
Good,74,283,75,10,92,6,5,13,0,77,2,2,49,32,3,-8,0,100
Bad,75,125,64,7,86,4,6,7,1,43,10,0,5,79,1,2,0,60
Good,75,224,109,29,94,4,6,31,0,35,0,1,27,32,2,1,0,33
Good,76,54,28,9,100,7,8,10,4,20,1,4,2,32,2,1,0,60
Bad,70,142,70,37,88,6,3,43,1,47,2,1,40,79,2,3,1,71
Good,73,212,104,42,100,7,8,45,3,32,1,2,52,83,4,2,4,55
Good,72,181,77,22,96,4,6,23,1,48,0,4,31,45,3,4,0,78
Good,88,145,86,23,100,7,8,24,1,54,0,1,6,96,2,2,0,50
Bad,65,199,83,9,100,6,8,9,0,56,22,0,88,77,3,2,1,100
Bad,63,103,37,29,90,4,5,31,3,37,6,0,32,95,8,5,0,57
Bad,70,185,75,36,97,6,6,37,1,41,1,3,67,60,12,5,5,85
Good,85,251,85,24,100,7,8,29,1,41,1,1,5,32,3,1,1,42
Good,80,173,100,12,100,7,8,13,0,31,0,3,69,43,4,2,1,86
Good,73,277,81,32,92,6,6,36,4,36,2,7,14,32,4,3,1,64
Good,75,141,83,16,94,6,6,18,1,39,1,2,36,53,3,3,1,54
Bad,64,252,127,3,100,6,8,3,0,100,23,0,62,4,20,1,2,100
Bad,61,436,94,20,75,4,3,24,1,67,4,1,0,74,0,4,2,80
Good,88,218,69,16,100,7,8,16,1,63,5,1,1,32,2,1,0,50
Good,74,110,62,37,100,7,8,39,1,46,6,0,80,99,2,4,2,75
Bad,70,243,125,31,88,6,5,35,3,18,14,0,35,32,8,1,1,56
Good,70,460,136,38,91,5,5,44,3,50,1,5,16,45,8,10,1,75
Good,90,291,99,17,100,7,8,19,0,41,23,0,0,32,1,1,0,50
Good,67,161,81,19,100,7,8,19,0,58,23,0,90,65,4,3,3,100
Good,90,374,99,19,100,7,8,19,2,74,6,0,5,95,1,2,0,60
Good,75,131,72,61,98,6,5,63,3,13,6,0,4,98,4,2,0,38
Good,80,401,155,20,96,4,6,23,0,17,12,0,10,32,2,-8,0,22
Bad,54,235,79,25,79,3,5,29,2,14,6,0,48,62,5,3,3,67
Bad,66,122,51,31,100,7,8,37,6,62,0,17,40,68,5,4,2,82
Good,68,176,98,21,81,6,6,21,1,33,10,0,76,32,4,-8,1,80
Good,69,151,84,14,93,1,3,15,0,40,23,1,1,21,1,2,0,75
Bad,88,133,71,35,100,7,8,37,0,51,0,2,8,49,1,2,0,33
Good,74,139,52,11,92,6,6,12,3,42,0,3,34,85,1,3,1,44
Good,69,119,48,37,100,7,8,39,7,33,0,7,9,99,6,2,0,53
Good,83,216,111,28,100,7,8,30,1,18,4,1,0,62,3,1,0,24
Good,72,282,75,39,100,7,8,42,1,10,1,2,35,32,9,-8,3,60
Good,75,385,80,52,98,6,5,56,2,41,5,1,15,67,9,3,0,54
Good,84,149,58,20,90,6,6,21,3,48,6,0,3,32,2,1,0,50
Bad,91,325,103,23,100,7,8,26,2,77,3,1,4,58,2,5,0,64
Good,66,498,114,43,90,3,3,48,3,31,3,1,10,32,3,1,0,45
Good,69,216,100,12,92,6,6,14,0,42,0,2,57,32,3,2,2,100
Bad,69,404,168,12,79,1,3,15,0,29,8,0,55,32,2,1,1,67
Bad,66,185,42,10,100,7,8,10,2,50,1,5,57,86,4,2,2,86
Bad,84,146,80,22,95,6,6,22,0,0,1,2,0,32,0,-8,0,0
Bad,66,188,80,17,88,4,6,17,3,82,1,3,6,95,1,7,2,89
Bad,60,151,79,8,80,3,5,10,0,10,0,0,112,32,3,-8,1,60
Bad,76,315,117,35,97,6,6,35,0,17,0,1,15,57,10,5,2,53
Bad,70,386,92,25,100,7,8,25,3,56,0,4,67,89,4,4,2,89
Good,88,384,224,11,100,7,8,11,0,9,0,0,15,32,5,-8,0,56
Bad,61,76,27,8,100,0,8,9,3,25,0,2,74,32,2,2,1,67
Bad,58,136,70,22,70,4,3,27,2,30,0,0,72,41,3,2,2,54
Bad,81,170,72,6,100,7,8,6,1,0,0,0,19,32,4,-8,1,67
Good,87,174,73,4,100,7,8,5,2,40,0,1,9,32,1,1,2,67
Bad,58,66,36,14,100,0,8,16,2,64,0,1,37,66,4,6,1,100
Good,84,125,81,13,100,7,8,14,0,36,0,1,0,70,0,3,0,38
Bad,64,209,59,20,90,6,6,20,5,25,0,1,90,78,6,4,3,83
Good,76,182,86,22,100,7,8,23,4,39,0,0,31,64,4,4,1,80
Bad,61,177,101,27,76,4,6,29,2,21,0,0,19,32,7,1,1,62
Good,85,177,63,11,100,7,8,11,2,27,0,0,0,89,2,3,0,56
Bad,68,72,38,21,95,6,6,22,3,36,0,1,47,90,3,5,1,73
Good,68,165,71,21,65,6,5,23,3,65,0,0,11,85,1,3,0,57
Good,72,349,142,32,82,6,6,34,2,26,0,1,1,57,1,4,0,30
Bad,65,259,97,19,81,3,2,21,2,43,0,4,48,100,6,2,1,73
Bad,56,182,66,20,80,4,6,21,0,25,0,0,42,32,11,1,3,92
Bad,58,157,50,5,80,4,6,5,3,60,0,1,62,83,0,3,2,75
Bad,60,28,17,13,100,7,8,13,2,38,0,3,67,96,5,4,3,75
Bad,64,139,68,20,56,6,3,25,0,28,0,0,0,68,0,2,0,18
Good,68,110,48,14,71,6,6,14,1,43,0,1,30,78,3,2,1,83
Good,70,227,96,14,93,6,6,15,0,40,0,1,103,32,2,1,1,100
Bad,56,167,86,14,80,4,5,15,0,20,0,0,93,25,5,2,1,100
Good,89,197,113,18,100,7,8,18,0,22,0,1,3,32,2,2,0,57
Good,88,113,72,14,100,7,8,14,0,21,0,0,4,32,1,1,0,25
Bad,68,124,51,17,100,7,8,17,1,47,0,2,72,73,2,2,2,80
Good,86,327,109,18,100,7,8,18,1,28,0,0,18,32,2,1,0,43
Bad,90,427,133,6,100,7,8,7,1,0,0,1,5,32,5,-8,0,71
Bad,58,164,88,17,86,4,4,24,2,41,0,4,24,59,4,3,2,78
Good,61,178,45,48,100,7,8,49,8,20,0,2,32,32,11,3,4,52
Good,86,186,77,24,100,7,8,25,1,20,0,0,9,32,2,1,0,21
Bad,71,155,51,18,81,6,6,21,2,24,0,4,24,98,3,3,0,46
Bad,54,257,113,9,50,4,6,11,0,10,0,1,79,32,6,-8,1,88
Good,82,244,120,12,92,6,6,12,0,33,0,0,13,32,1,1,2,50
Bad,75,282,59,22,87,6,6,23,2,30,0,1,17,69,6,3,0,60
Good,71,310,123,21,96,6,6,23,3,26,0,3,73,70,5,2,1,58
Bad,71,322,81,42,98,6,6,42,5,19,0,4,14,77,11,4,3,50
Good,88,191,114,22,100,7,8,22,0,0,0,0,10,32,2,-8,0,14
Bad,66,15,11,2,100,7,8,2,1,100,0,0,62,32,20,1,2,100
Good,77,187,59,19,95,6,6,19,1,58,0,3,14,70,2,3,0,56
Good,69,142,74,47,100,7,8,47,1,32,0,7,32,80,15,4,1,71
Bad,58,113,57,21,71,4,6,21,4,52,0,0,84,67,7,2,1,90
Bad,63,98,37,14,93,6,5,15,4,33,0,0,74,32,4,1,2,83
Bad,61,67,56,10,42,4,5,12,0,17,0,0,67,32,5,1,1,75
Good,67,267,70,36,100,7,8,36,0,36,0,5,50,32,6,1,3,44
Bad,81,109,61,12,100,7,8,12,2,67,0,1,8,82,1,8,0,82
Good,82,297,130,11,100,7,8,11,0,18,0,0,32,32,4,1,1,56
Bad,72,325,97,15,82,3,5,17,1,47,0,0,21,64,5,3,2,67
Bad,71,358,97,39,100,7,8,39,1,10,0,0,29,2,7,2,2,37
Bad,62,181,52,21,100,7,8,21,2,38,0,2,81,74,4,4,2,62
Good,78,146,78,10,82,6,5,11,0,27,0,0,30,32,5,1,0,67
Bad,66,175,39,15,84,4,6,19,5,21,0,3,9,45,5,3,0,57
Bad,71,128,68,12,85,6,3,13,3,23,0,0,80,99,6,2,1,80
Good,80,163,76,16,100,7,8,16,1,38,0,0,14,72,3,3,1,75
Bad,68,21,16,3,67,4,6,3,0,67,0,0,0,76,0,2,0,67
Good,91,356,143,9,100,7,8,9,0,22,0,0,7,32,1,1,0,40
Good,85,314,110,12,100,7,8,12,0,42,0,0,24,48,4,2,2,100
Good,72,317,62,34,94,6,6,35,4,6,0,1,18,32,4,1,1,42
Bad,79,156,156,1,100,7,8,1,0,100,0,0,62,32,20,1,2,100
Bad,72,139,50,37,95,6,3,42,5,27,0,6,12,95,4,3,0,36
Good,74,213,97,20,90,2,4,21,0,29,0,2,14,65,3,2,0,50
Bad,83,186,79,25,100,7,8,25,1,20,0,1,15,32,3,1,0,57
Bad,80,314,89,18,100,7,8,18,1,17,0,0,10,32,10,1,1,73
Bad,69,280,125,16,88,0,2,17,1,24,0,0,45,64,4,2,0,43
Bad,71,139,63,29,93,6,6,29,3,66,0,0,52,50,3,5,1,67
Bad,62,396,195,4,75,6,6,4,1,0,0,1,96,32,2,-8,1,100
Bad,69,161,96,41,100,7,8,46,1,18,0,2,26,85,8,3,3,48
Bad,64,107,38,10,83,6,2,12,4,25,0,1,42,90,4,2,1,75
Bad,62,144,43,22,100,7,8,23,3,35,0,1,74,41,6,4,3,71
Bad,59,129,75,2,50,4,4,4,0,50,0,0,58,65,1,2,2,100
Bad,68,119,66,13,80,6,3,15,1,27,0,0,10,94,3,3,1,50
Good,79,421,66,15,100,7,8,15,1,40,0,0,46,63,2,2,2,50
Good,70,269,70,10,85,6,4,13,3,15,0,1,24,91,7,1,0,90
Bad,57,193,75,20,81,4,6,21,1,52,0,1,72,57,8,2,3,100
Good,76,219,66,22,100,7,8,24,2,25,0,0,24,92,3,3,1,35
Good,88,267,79,19,100,7,8,19,1,0,0,1,5,32,4,-8,0,29
Good,74,445,147,15,100,7,8,16,1,13,0,1,36,32,10,1,2,92
Good,86,257,126,25,100,7,8,25,0,8,0,0,18,32,5,1,0,40
Bad,72,137,78,14,63,6,3,16,2,25,0,3,1,32,1,1,0,38
Good,90,184,106,4,100,7,8,4,0,50,0,0,0,32,0,1,0,50
Bad,36,377,113,10,63,0,5,17,2,19,0,0,59,78,8,3,2,85
Good,65,155,89,6,78,4,5,9,1,33,0,4,50,74,1,3,0,67
Bad,58,162,68,7,75,0,2,8,0,63,0,1,0,32,0,1,0,33
Bad,74,273,73,39,98,4,6,40,3,43,0,1,3,138,2,7,0,45
Bad,58,101,52,33,100,7,8,34,3,15,0,0,96,65,13,3,8,100
Bad,63,282,112,20,71,6,6,21,1,29,0,1,51,32,7,2,3,77
Good,68,269,115,18,89,6,6,18,0,28,0,0,68,84,9,1,4,83
Bad,73,376,166,17,89,6,4,19,1,32,0,0,82,32,8,1,2,100
Bad,73,482,74,32,97,6,2,34,3,21,0,1,24,32,8,1,1,56
Bad,82,274,123,11,100,7,8,11,0,9,0,0,20,32,4,1,1,56
Good,82,123,38,10,100,7,8,10,2,40,0,3,6,32,2,1,0,60
Bad,72,134,31,7,86,4,6,7,3,0,0,3,19,32,1,-8,0,20
Bad,81,190,82,22,95,6,6,22,3,27,0,0,17,49,2,2,0,44
Bad,61,194,69,22,74,6,4,23,5,22,0,0,44,84,5,3,3,57
Bad,63,88,56,5,83,6,2,6,1,50,0,2,97,32,2,1,1,75
Bad,71,145,64,15,88,6,2,17,3,53,0,0,24,72,3,5,0,67
Good,80,388,88,41,100,7,8,42,0,14,0,2,16,72,12,2,0,74
Good,57,173,68,7,60,0,5,11,2,40,0,0,29,32,3,-8,1,60
Bad,72,15,9,2,100,7,8,2,1,50,0,10,26,87,1,1,0,100
Bad,88,209,71,5,100,7,8,5,0,40,0,0,0,72,0,1,2,50
Bad,86,74,60,2,100,7,8,2,0,50,0,0,62,32,0,-8,2,0
Good,74,52,26,16,100,7,8,16,2,19,0,1,45,56,3,2,0,56
Bad,85,276,95,27,96,6,6,28,3,21,0,0,6,90,4,2,0,32
Bad,55,306,100,28,93,0,6,29,2,25,0,1,60,77,11,3,8,70
Bad,62,33,14,9,100,7,8,10,6,20,0,3,73,85,2,2,1,63
Good,74,284,84,43,98,6,6,44,8,25,0,2,9,9,12,2,1,50
Bad,57,331,115,8,50,1,2,16,1,19,0,1,24,100,2,2,0,44
Bad,73,126,61,11,100,7,8,11,0,45,0,1,71,57,4,3,2,88
Bad,70,285,96,13,67,4,5,15,1,27,0,1,25,32,3,1,0,50
Bad,74,168,85,23,96,6,6,24,3,17,0,0,40,95,7,2,0,64
Good,85,261,110,19,95,6,6,19,0,21,0,0,0,82,1,2,0,25
Good,79,168,58,21,90,6,6,21,3,38,0,0,27,88,5,3,0,62
Bad,79,409,113,18,100,7,8,18,1,22,0,0,32,87,7,2,1,69
Bad,77,120,58,15,94,6,6,16,2,25,0,2,18,52,3,3,0,46
Bad,69,372,147,11,77,4,5,13,0,38,0,0,23,70,5,3,0,73
Bad,76,14,10,2,100,7,8,3,1,67,0,0,31,88,1,2,0,100
Good,65,261,93,14,87,6,6,17,2,47,0,0,29,96,4,2,0,67
Good,75,173,103,24,96,6,6,25,1,44,0,0,28,20,4,6,1,71
Bad,66,75,25,14,100,7,8,14,5,64,0,2,80,95,4,3,1,88
Good,82,153,46,4,100,7,8,4,2,50,0,0,16,32,1,1,0,100
Bad,73,226,98,13,92,4,6,13,0,38,0,0,9,32,3,-8,0,60
Bad,64,247,97,33,100,7,8,33,1,27,0,2,86,35,13,4,13,86
Bad,64,201,78,58,95,6,6,58,6,21,0,4,35,99,9,4,3,39
Bad,59,55,31,18,94,6,6,19,1,17,0,1,62,87,6,1,3,78
Bad,66,109,52,3,80,6,6,5,1,40,0,4,62,32,20,1,2,100
Bad,65,70,30,8,89,6,3,10,2,33,0,0,41,8,5,2,0,88
Good,78,166,81,18,100,7,8,18,2,28,0,1,24,32,4,1,2,50
Good,72,176,76,35,97,4,6,35,1,37,0,0,17,52,3,4,1,41
Bad,75,217,74,41,91,6,4,43,5,33,0,4,7,88,3,4,0,30
Bad,59,204,70,5,43,0,2,7,1,29,0,0,85,48,3,2,1,100
Good,71,395,150,22,91,6,6,22,0,18,0,0,60,50,5,2,2,64
Bad,63,380,125,16,71,4,6,17,1,18,0,1,66,32,4,1,3,50
Good,57,128,61,29,78,0,2,32,4,22,0,0,17,76,8,5,0,65
Good,61,344,116,41,98,6,6,41,1,20,0,12,54,43,13,2,8,67
Good,79,194,86,47,100,7,8,49,2,55,0,0,23,82,3,5,0,57
Good,81,303,103,6,86,6,6,7,0,14,0,0,26,32,1,1,0,40
Bad,68,164,68,13,94,4,5,17,2,29,0,4,21,93,4,3,1,54
Good,59,365,105,21,87,4,6,23,1,48,0,0,63,72,6,4,2,91
Bad,90,155,72,6,100,7,8,6,1,0,0,0,1,32,2,-8,0,50
Good,90,359,110,9,100,7,8,9,0,33,0,0,3,32,1,1,0,100
Bad,54,134,64,14,76,4,4,17,1,24,0,0,31,32,4,1,1,63
Bad,74,188,79,18,100,7,8,19,4,26,0,0,46,99,6,2,2,100
Good,78,295,91,28,100,7,8,28,1,4,0,1,23,32,12,-8,1,71
Bad,61,264,110,12,69,2,4,16,2,38,0,2,2,32,1,1,0,33
Bad,64,227,74,33,98,0,5,43,5,26,0,1,31,82,14,5,3,79
Bad,62,137,81,9,62,6,4,13,1,38,0,1,46,32,2,1,1,100
Good,63,309,112,17,68,2,4,19,0,16,0,1,54,32,5,1,2,67
Bad,71,183,96,11,100,7,8,13,2,0,0,0,0,32,0,-8,0,0
Good,59,319,52,15,100,7,8,18,4,29,0,2,84,85,6,3,2,100
Bad,65,187,86,31,94,6,6,32,1,34,0,1,58,77,10,4,4,93
Bad,58,375,137,7,30,0,2,11,0,10,0,0,44,32,2,-8,1,50
Bad,63,76,31,4,80,6,4,5,1,20,0,1,84,32,4,-8,3,100
Bad,60,70,39,10,83,6,5,13,1,58,0,1,89,93,4,3,2,88
Bad,87,318,99,12,100,7,8,12,0,25,0,0,0,52,0,2,0,25
Bad,66,185,92,23,91,6,6,23,1,22,0,1,53,19,7,3,4,71
Bad,54,79,27,9,82,4,6,12,2,17,0,1,21,32,5,1,2,75
Bad,76,148,42,14,100,7,8,14,2,14,0,0,38,95,4,2,1,67
Bad,56,6,5,2,100,7,8,2,2,50,0,11,135,32,1,1,1,100
Bad,74,352,129,15,100,7,8,15,0,33,0,0,71,74,6,2,4,73
Bad,59,139,67,27,100,0,8,28,2,7,0,0,39,32,5,-8,1,50
Bad,55,180,115,5,31,6,3,17,0,19,0,0,34,61,4,2,1,86
Bad,59,91,36,10,82,6,6,11,0,55,0,2,53,65,3,5,0,89
Good,81,212,84,22,95,6,6,22,1,36,0,0,5,32,2,2,0,40
Good,80,211,55,19,95,6,6,19,3,16,0,3,5,82,1,2,0,27
Bad,55,25,14,9,100,7,8,9,5,56,0,1,97,93,3,2,2,100
Good,73,170,61,27,90,6,3,29,1,17,0,0,21,32,4,1,0,33
Bad,59,367,263,3,50,4,5,4,0,25,0,1,4,32,1,-8,2,100
Bad,75,152,66,21,100,7,8,22,3,36,0,1,32,96,5,3,2,62
Good,69,158,64,22,100,6,8,22,1,18,0,0,17,51,6,2,0,56
Bad,68,89,40,10,91,6,2,11,1,45,0,0,48,86,3,4,1,88
Good,83,401,109,14,100,7,8,14,0,29,0,0,16,78,4,2,1,67
Bad,74,39,16,6,100,7,8,6,3,33,0,2,23,99,2,2,0,80
Bad,65,160,60,26,96,6,6,26,2,31,0,1,56,32,6,2,3,57
Bad,74,197,90,30,97,6,6,31,2,16,0,0,25,32,6,1,2,54
Good,67,94,43,5,86,6,5,7,0,14,0,0,54,32,4,-8,2,80
Bad,67,70,43,3,100,7,8,4,1,50,0,8,100,32,1,1,2,100
Bad,61,83,45,18,83,6,6,19,3,33,0,0,84,92,4,3,4,73
Bad,59,69,39,4,80,6,2,6,0,20,0,0,99,32,1,1,1,67
Good,69,603,182,10,82,6,6,11,1,18,0,0,96,32,4,-8,4,80
Bad,57,149,66,23,91,4,6,23,1,22,0,3,50,95,7,2,3,69
Bad,61,186,64,24,79,6,5,29,5,45,0,1,49,90,4,1,1,83
Bad,64,162,47,9,80,4,2,10,0,60,0,0,88,66,3,3,2,100
Bad,65,69,63,2,67,6,2,3,0,67,0,6,4,32,1,-8,0,100
Good,76,172,74,18,100,7,8,19,1,11,0,0,51,32,2,2,2,50
Bad,71,162,51,13,92,6,6,13,1,15,0,0,51,32,3,1,1,50
Good,80,297,82,17,100,7,8,17,1,24,0,0,18,11,5,2,0,70
Bad,43,71,48,7,88,3,5,8,1,75,0,0,62,53,1,1,2,100
Bad,64,153,44,20,100,7,8,22,3,25,0,1,37,98,8,1,3,82
Bad,65,140,49,12,100,6,8,12,0,58,0,0,66,32,2,3,0,100
Bad,90,211,102,17,100,7,8,17,1,0,0,1,0,32,0,-8,0,0
Bad,55,80,43,3,50,6,2,5,0,100,0,0,62,68,20,2,2,100
Bad,81,154,73,13,100,7,8,13,0,23,0,0,46,32,4,-8,0,67
Bad,57,180,98,19,74,0,6,21,1,21,0,1,21,95,9,1,0,71
Good,73,325,77,17,100,7,8,19,3,32,0,0,70,90,2,2,2,63
Bad,64,126,50,18,65,4,4,20,3,40,0,0,18,65,3,4,0,64
Good,80,169,76,12,92,6,6,12,0,0,0,1,5,32,3,-8,0,30
Bad,58,246,128,8,78,4,4,9,0,22,0,0,74,32,4,1,2,83
Bad,57,184,80,11,63,3,5,16,0,25,0,1,39,32,2,1,0,60
Good,63,202,61,11,67,4,6,13,1,50,0,0,11,46,2,3,2,71
Bad,54,25,19,3,100,0,8,4,0,33,0,2,33,32,1,1,2,67
Good,91,195,135,5,100,7,8,5,0,0,0,0,3,32,2,-8,0,50
Bad,57,181,69,28,84,4,5,32,4,31,0,2,78,83,3,3,2,78
Bad,72,177,75,15,94,6,5,16,0,38,0,0,30,32,5,1,1,86
Bad,72,169,76,39,98,6,6,41,5,39,0,3,26,92,4,4,1,53
Bad,65,186,84,6,71,3,5,7,1,14,0,2,56,32,2,1,2,75
Good,72,224,66,31,100,7,8,33,3,24,0,0,28,69,9,2,0,61
Bad,79,138,71,19,95,6,6,19,0,42,0,0,17,92,2,3,1,71
Bad,70,44,27,22,91,0,2,23,4,17,0,1,17,89,7,3,0,61
Good,91,362,139,12,100,7,8,12,0,8,0,0,1,32,4,1,0,50
Bad,61,59,17,9,100,7,8,9,4,22,0,8,89,90,3,2,2,100
Bad,73,271,148,8,88,6,6,8,0,38,0,0,0,32,1,2,0,75
Bad,71,331,79,14,67,4,5,15,4,33,0,2,7,70,3,3,0,60
Good,74,377,110,33,94,6,5,34,3,18,0,0,13,67,4,2,2,38
Bad,60,187,74,23,75,4,6,24,4,38,0,1,44,91,3,2,0,50
Bad,63,153,48,17,88,4,6,17,1,47,0,3,44,94,3,3,0,50
Bad,63,176,80,23,76,0,2,25,0,64,0,0,57,48,3,4,1,88
Good,90,238,103,16,100,7,8,16,0,25,0,0,1,32,1,1,0,33
Bad,76,169,95,12,92,4,6,12,0,50,0,0,3,32,1,2,1,38
Bad,70,136,68,17,82,6,6,17,0,18,0,0,54,31,6,2,2,80
Good,66,184,44,5,100,7,8,6,3,60,0,1,32,88,1,3,0,80
Bad,67,262,128,6,50,4,6,6,0,33,0,0,47,32,1,1,0,67
Bad,67,196,55,12,100,7,8,12,1,17,0,0,88,62,9,1,5,100
Bad,59,89,62,2,67,0,2,3,0,33,0,4,100,63,1,1,1,67
Good,88,342,256,7,100,7,8,7,0,0,0,0,12,32,3,-8,0,60
Good,80,163,71,33,100,7,8,33,2,9,0,1,3,62,5,2,1,32
Bad,76,65,31,3,100,7,8,3,0,0,0,0,48,32,2,-8,1,67
Good,78,168,92,23,83,6,6,23,0,52,0,0,27,77,2,4,0,70
Bad,60,67,53,5,50,6,2,6,0,50,0,2,62,32,1,1,2,100
Good,86,220,79,19,100,7,8,19,1,0,0,0,2,32,3,-8,0,21
Bad,54,23,18,3,100,7,8,4,0,33,0,0,94,32,2,1,0,100
Bad,57,187,101,7,60,4,5,10,0,40,0,0,75,62,3,2,1,100
Bad,68,141,51,15,100,7,8,15,4,33,0,0,47,92,5,2,1,78
Bad,65,115,49,18,100,7,8,21,1,30,0,1,56,81,7,2,3,82
Good,69,117,34,8,89,6,6,9,1,78,0,3,0,94,0,3,2,75
Good,81,141,75,26,100,7,8,27,1,15,0,1,17,82,3,2,1,50
Bad,54,370,125,36,97,4,6,37,3,24,0,0,60,32,9,2,5,73
Bad,54,151,63,9,55,4,5,11,2,45,0,0,104,27,3,3,1,100
Bad,61,388,80,11,82,6,6,11,2,36,0,1,71,32,4,1,3,63
Good,89,283,116,30,100,7,8,32,0,19,0,1,4,33,3,2,0,50
Good,66,192,84,10,56,6,2,16,1,38,0,1,11,3,1,1,1,50
Bad,59,408,100,17,78,6,4,23,4,39,0,5,54,74,4,4,3,62
Bad,64,131,73,6,56,4,5,9,0,22,0,1,67,79,2,2,0,100
Bad,59,194,54,14,79,4,6,15,1,29,0,1,74,32,6,1,1,70
